"구","동","계약년월","p1","p2"
"도봉구","도봉동","202502",49920,2459.07731575073
"도봉구","도봉동","202503",46458.8235294118,2215.52553396998
"도봉구","도봉동","202504",48858.3333333333,2140.39855934116
"도봉구","도봉동","202505",47126.0869565217,2277.04119458487
"도봉구","도봉동","202506",50316.0714285714,2153.2889530529
"도봉구","도봉동","202507",46933.3333333333,2242.03979950218
"도봉구","방학동","202401",48366.6666666667,2112.8629081184
"도봉구","방학동","202402",52700,2100.509503735
"도봉구","방학동","202403",46269.2307692308,2075.11465099498
"도봉구","방학동","202404",53283.9285714286,2206.26759764149
"도봉구","방학동","202405",49590,2304.32647405772
"도봉구","방학동","202406",51667.8571428571,2339.08727860715
"도봉구","방학동","202407",55280.2083333333,2285.98557911459
"도봉구","방학동","202408",51500,2318.43088188767
"도봉구","방학동","202409",52605.5555555556,2171.25416722045
"도봉구","방학동","202410",53650,2338.12964639553
"도봉구","방학동","202411",47613.3333333333,1983.06050634524
"도봉구","방학동","202412",49125,2039.35238079406
"도봉구","방학동","202501",44628.5714285714,2190.5925126431
"도봉구","방학동","202502",45013.3333333333,2078.45715484821
"도봉구","방학동","202503",46143.1818181818,2043.14425683856
"도봉구","방학동","202504",50394.6428571429,2239.66314833172
"도봉구","방학동","202505",44556.9444444444,2175.66029522142
"도봉구","방학동","202506",54151.9230769231,2323.12900840892
"도봉구","방학동","202507",58400,2492.26841982689
"도봉구","쌍문동","202401",42112.5,2242.11329418742
"도봉구","쌍문동","202402",41617.2413793103,2180.73536761588
"도봉구","쌍문동","202403",43045.4545454545,2091.39396990514
"도봉구","쌍문동","202404",43896.2962962963,2171.12280791886
"도봉구","쌍문동","202405",40872,2119.61586769381
"도봉구","쌍문동","202406",43931.25,2238.53482502706
"도봉구","쌍문동","202407",43963.7931034483,2163.93279189374
"도봉구","쌍문동","202408",44247.0588235294,2283.28636246716
"도봉구","쌍문동","202409",46952.8333333333,2208.89746876183
"도봉구","쌍문동","202410",42982,2113.55124017434
"도봉구","쌍문동","202411",43121.4285714286,2151.62839830801
"도봉구","쌍문동","202412",43923.8095238095,2133.55716738082
"도봉구","쌍문동","202501",47787.5,2409.79413622524
"도봉구","쌍문동","202502",42082.7586206897,2026.17932266816
"도봉구","쌍문동","202503",45579.4117647059,2236.43141315761
"도봉구","쌍문동","202504",40733.3333333333,2068.04489574079
"도봉구","쌍문동","202505",46208.5365853659,2454.32734795773
"도봉구","쌍문동","202506",48142.6229508197,2252.92580362145
"도봉구","쌍문동","202507",37425,2034.70140181346
"도봉구","창동","202401",54133.3333333333,2973.63847775707
"도봉구","창동","202402",61675,2991.72885347856
"도봉구","창동","202403",57477.0833333333,3059.71875757268
"도봉구","창동","202404",62389.0410958904,3077.40668416763
"도봉구","창동","202405",61090.7407407407,2963.00705402652
"도봉구","창동","202406",63131.4893617021,2993.62411122667
"도봉구","창동","202407",64409.3457943925,3114.37823454394
"도봉구","창동","202408",64761.7647058823,3172.18981550368
"도봉구","창동","202409",68402.8571428571,3112.27119268193
"도봉구","창동","202410",63190.5172413793,3127.58490339165
"도봉구","창동","202411",57809.3023255814,3057.00225277358
"도봉구","창동","202412",59147.4358974359,3082.9692070811
"도봉구","창동","202501",56502.7027027027,3141.80151468111
"도봉구","창동","202502",60976.9230769231,3125.27004646831
"도봉구","창동","202503",62232.9487179487,3167.07410942238
"도봉구","창동","202504",63215.625,3146.62733251266
"도봉구","창동","202505",63605.6603773585,3245.9268453276
"도봉구","창동","202506",60524.8031496063,3178.3784112084
"도봉구","창동","202507",62687.5,3093.15489903949
"동대문구","답십리동","202401",79148.3870967742,3933.97521668951
"동대문구","답십리동","202402",83322.6923076923,4061.83777932972
"동대문구","답십리동","202403",86957.3770491803,4261.27662254084
"동대문구","답십리동","202404",86464.9253731343,4208.20278570835
"동대문구","답십리동","202405",87689.7058823529,4062.77811518962
"동대문구","답십리동","202406",96113.0630630631,4591.61667731776
"동대문구","답십리동","202407",94087.5,4457.83727809225
"동대문구","답십리동","202408",84361.09375,4299.70206317634
"동대문구","답십리동","202409",91532.1428571429,4008.25458465062
"동대문구","답십리동","202410",81795.7142857143,4173.89101399964
"동대문구","답십리동","202411",64022.972972973,3867.77353158252
"동대문구","답십리동","202412",76380,3819.4341290362
"동대문구","답십리동","202501",83689.3617021277,4281.86450047097
"동대문구","답십리동","202502",94786.9318181818,4484.92371474441
"동대문구","답십리동","202503",91133.7398373984,4462.24206126967
"동대문구","답십리동","202504",92600.6756756757,4470.87666885704
"동대문구","답십리동","202505",88585.9633027523,4258.72734649108
"동대문구","답십리동","202506",101442.015625,4748.07046554374
"동대문구","답십리동","202507",65570,3880.31724312428
"동대문구","신설동","202403",16500,3691.52542372881
"동대문구","신설동","202405",77400,3200.2830856334
"동대문구","신설동","202407",16500,3691.52542372881
"동대문구","신설동","202408",16500,3570.49180327869
"동대문구","신설동","202410",73000,3201.75438596491
"동대문구","신설동","202411",29650,3503.91591881196
"동대문구","신설동","202412",75400,3307.01754385965
"동대문구","신설동","202501",76700,3364.0350877193
"동대문구","신설동","202502",77000,3184.71337579618
"동대문구","신설동","202503",56200,3283.89009283735
"동대문구","신설동","202504",43500,4524.67970074276
"동대문구","신설동","202506",45950,3318.74475230898
"동대문구","용두동","202401",96820,4354.89390270125
"동대문구","용두동","202402",85000,4203.89668284515
"동대문구","용두동","202403",86813.3333333333,4236.07754264207
"동대문구","용두동","202404",100107.142857143,4371.60955249382
"동대문구","용두동","202405",83333.3333333333,4623.63987141585
"동대문구","용두동","202406",86332,4537.34543737356
"동대문구","용두동","202407",93532.5641025641,4652.87986782845
"동대문구","용두동","202408",104218.75,5245.78283873987
"동대문구","용두동","202409",76266.6666666667,4577.82330398766
"동대문구","용두동","202410",91500,3941.69480867739
"동대문구","용두동","202411",95780,4712.34737009612
"동대문구","용두동","202412",90650,4768.97810988407
"동대문구","용두동","202501",75382.3529411765,4278.35528921331
"동대문구","용두동","202502",97708.3333333333,5222.99804520911
"동대문구","용두동","202503",112020.3125,5529.56982812594
"동대문구","용두동","202504",104200,5248.43415327352
"동대문구","용두동","202505",118100,5353.60631233488
"동대문구","용두동","202506",110556.976744186,5271.51379405139
"동대문구","용두동","202507",69500,3914.49052739375
"동대문구","이문동","202401",65016.6666666667,3696.82766016275
"동대문구","이문동","202402",51311.7647058823,3884.69580687762
"동대문구","이문동","202403",46608.3333333333,3963.88974630556
"동대문구","이문동","202404",73968,3230.26499970491
"동대문구","이문동","202405",70530.7692307692,3374.61495408189
"동대문구","이문동","202406",70482.3529411765,3338.94485212323
"동대문구","이문동","202407",76915.8536585366,3570.05480453417
"동대문구","이문동","202408",74276.9230769231,3310.99857511611
"동대문구","이문동","202409",67716.6666666667,3643.61595385836
"동대문구","이문동","202410",76636.9565217391,3400.21925792895
"동대문구","이문동","202411",74221.4285714286,3234.53881873623
"동대문구","이문동","202412",70933.3333333333,3221.81548981517
"동대문구","이문동","202501",81921.4285714286,3881.87656754537
"동대문구","이문동","202502",81410.4482758621,3675.05922459631
"동대문구","이문동","202503",84011.7647058823,3891.4266345419
"동대문구","이문동","202504",81793.5483870968,3627.58071955905
"동대문구","이문동","202505",78782.2580645161,3617.77327081709
"동대문구","이문동","202506",81067.3913043478,3555.82839154654
"동대문구","이문동","202507",59833.3333333333,3184.46806743778
"동대문구","장안동","202401",50818.75,2766.4802515386
"동대문구","장안동","202402",58411.1111111111,2878.72083773825
"동대문구","장안동","202403",57302.8571428571,2783.12710963632
"동대문구","장안동","202404",67806.4516129032,3154.15037567337
"동대문구","장안동","202405",62914.1132075472,2986.49741727985
"동대문구","장안동","202406",78772.9166666667,3543.83496786317
"동대문구","장안동","202407",78482.5396825397,3310.10466328267
"동대문구","장안동","202408",79588.679245283,3415.72472453849
"동대문구","장안동","202409",65101.3333333333,3172.14900345513
"동대문구","장안동","202410",75315.625,3283.77147712357
"동대문구","장안동","202411",65244,3202.5023651092
"동대문구","장안동","202412",66146.4285714286,3150.90443132685
"동대문구","장안동","202501",66879.5454545455,3061.12075615026
"동대문구","장안동","202502",74658.5714285714,3265.56280024048
"동대문구","장안동","202503",85481.4516129032,3567.91023722942
"동대문구","장안동","202504",43206,4475.79331921127
"동대문구","장안동","202505",78016.9642857143,3491.74187680312
"동대문구","장안동","202506",79457.1428571429,3532.15083110508
"동대문구","장안동","202507",58225,2610.85358238964
"동대문구","전농동","202401",96853.8461538462,4406.16754130781
"동대문구","전농동","202402",82526.6666666667,3874.41467095623
"동대문구","전농동","202403",100526.785714286,3788.29377754865
"동대문구","전농동","202404",103710,4264.38501563916
"동대문구","전농동","202405",94486.6666666667,4233.4960216106
"동대문구","전농동","202406",100456.363636364,4328.46243948618
"동대문구","전농동","202407",105505.434782609,4530.13101804921
"동대문구","전농동","202408",98290.243902439,4429.27653242423
"동대문구","전농동","202409",80113.3333333333,3849.19519551754
"동대문구","전농동","202410",86928,3737.55097499615
"동대문구","전농동","202411",93686,4256.75522796209
"동대문구","전농동","202412",85016.6666666667,4258.05378626047
"동대문구","전농동","202501",77360.8695652174,3992.89672574338
"동대문구","전농동","202502",98707.6923076923,4395.96151988806
"동대문구","전농동","202503",96004.5454545455,4313.63716422865
"동대문구","전농동","202504",100054.6875,4809.89100489497
"동대문구","전농동","202505",110887.916666667,4705.34273022816
"동대문구","전농동","202506",114817.361111111,5083.30419694992
"동대문구","전농동","202507",152700,5314.64487629549
"동대문구","제기동","202401",56405.5555555556,3512.64195646652
"동대문구","제기동","202402",16300,3445.86803331198
"동대문구","제기동","202403",60585.7142857143,3068.1770648716
"동대문구","제기동","202404",74612.5,3075.59164711555
"동대문구","제기동","202405",67928.5714285714,3138.23741907207
"동대문구","제기동","202406",69753.3333333333,3203.70922704095
"동대문구","제기동","202407",73616.6666666667,3336.78728931433
"동대문구","제기동","202408",70186.6666666667,3265.65262970124
"동대문구","제기동","202409",78260,3361.29260130855
"동대문구","제기동","202410",82471.4285714286,3231.10848385946
"동대문구","제기동","202411",36709.5744680851,4921.48870312513
"동대문구","제기동","202412",69075,3672.55289791233
"동대문구","제기동","202501",78316.6666666667,3729.1425538118
"동대문구","제기동","202502",78963.3333333333,3128.55248845756
"동대문구","제기동","202503",71042.8571428571,3795.34832627758
"동대문구","제기동","202504",76350,3663.20541141214
"동대문구","제기동","202505",76313.3333333333,3461.28343949521
"동대문구","제기동","202506",81738.4615384615,3409.11799285645
"동대문구","제기동","202507",70000,3855.14018691589
"동대문구","청량리동","202401",96800,2955.57764042972
"동대문구","청량리동","202402",88750,2810.28253462819
"동대문구","청량리동","202403",80570,3184.19056419947
"동대문구","청량리동","202404",73750,2883.85666349547
"동대문구","청량리동","202405",91662.5,3020.41023314795
"동대문구","청량리동","202406",78442.8571428571,3285.44080351092
"동대문구","청량리동","202407",93071.4285714286,3142.10069415787
"동대문구","청량리동","202408",83340,3324.56625826142
"동대문구","청량리동","202409",111050,3123.28888495954
"동대문구","청량리동","202410",98600,3363.3462763832
"동대문구","청량리동","202411",76183.3333333333,2783.68025224286
"동대문구","청량리동","202412",102100,2963.66860375664
"동대문구","청량리동","202501",81720,2876.15472992757
"동대문구","청량리동","202502",106155.555555556,3028.79371122014
"동대문구","청량리동","202503",98469.2307692308,3364.41956324425
"동대문구","청량리동","202504",93392.8571428571,3152.13177240639
"동대문구","청량리동","202505",98715.3846153846,3322.47694924457
"동대문구","청량리동","202506",92073.6842105263,3258.707304105
"동대문구","회기동","202401",24333.3333333333,3366.53871425848
"동대문구","회기동","202402",41371.4285714286,3121.00998762016
"동대문구","회기동","202403",38285.7142857143,3334.00245502209
"동대문구","회기동","202404",57375,2952.18833723143
"동대문구","회기동","202405",36150,3209.58922306331
"동대문구","회기동","202406",69416.6666666667,3257.85707477536
"동대문구","회기동","202407",80900,3141.8127955233
"동대문구","회기동","202408",49500,3133.35150633192
"동대문구","회기동","202409",59833.3333333333,2815.27414880047
"동대문구","회기동","202410",50575,3137.63537713565
"동대문구","회기동","202411",37206.25,3444.47519609835
"동대문구","회기동","202412",32685.7142857143,3405.46634914317
"동대문구","회기동","202501",36150,3174.73325884213
"동대문구","회기동","202502",64675,2935.23166043796
"동대문구","회기동","202503",61371.4285714286,3121.5152115579
"동대문구","회기동","202504",40316.6666666667,3377.03705402384
"동대문구","회기동","202505",67310,3469.36111338755
"동대문구","회기동","202506",58800,3568.59511850965
"동대문구","회기동","202507",94650,3675.07942110837
"동대문구","휘경동","202401",57271.4285714286,3645.17576316894
"동대문구","휘경동","202402",73723.0769230769,3989.37017419292
"동대문구","휘경동","202403",67537.5,3547.55260665158
"동대문구","휘경동","202404",83120,3635.45771557888
"동대문구","휘경동","202405",77305.2631578947,3566.5212828851
"동대문구","휘경동","202406",67096.6666666667,3761.24443446776
"동대문구","휘경동","202407",79025,3638.92830117723
"동대문구","휘경동","202408",75120.8571428571,3574.28831412365
"동대문구","휘경동","202409",63930.4347826087,3485.70920536181
"동대문구","휘경동","202410",63320.8333333333,3646.14952418333
"동대문구","휘경동","202411",78176.9230769231,3718.06374099783
"동대문구","휘경동","202412",60327.5,3596.48780135612
"동대문구","휘경동","202501",79807.1428571429,4333.67680831055
"동대문구","휘경동","202502",67227.7777777778,3402.22435512373
"동대문구","휘경동","202503",79915.9090909091,3695.56094537052
"동대문구","휘경동","202504",78652,3613.40878566402
"동대문구","휘경동","202505",86226.3888888889,3886.74827917167
"동대문구","휘경동","202506",77658.7719298246,3782.15133531559
"동대문구","휘경동","202507",39300,3825.65563843121
"동작구","노량진동","202401",79208.3333333333,4160.63445547653
"동작구","노량진동","202402",84181.8181818182,4153.14238029397
"동작구","노량진동","202403",95738.8888888889,3882.70430053192
"동작구","노량진동","202404",91616.6666666667,4013.2562985633
"동작구","노량진동","202405",95129.5454545455,4226.99709010236
"동작구","노량진동","202406",93486.3636363636,3804.00163268572
"동작구","노량진동","202407",95634.7826086956,4049.80260758184
"동작구","노량진동","202408",99138.8888888889,4152.99896968844
"동작구","노량진동","202409",82250,3966.70726186729
"동작구","노량진동","202410",99972.7272727273,4234.82050799605
"동작구","노량진동","202411",88416.6666666667,4400.03171596896
"동작구","노량진동","202412",106742.857142857,4189.24493858808
"동작구","노량진동","202501",100390.909090909,4344.93983585147
"동작구","노량진동","202502",107620.833333333,4664.2184194465
"동작구","노량진동","202503",98509.0909090909,4356.11171257398
"동작구","노량진동","202504",92804.5454545455,3977.82189406957
"동작구","노량진동","202505",107518.181818182,4334.91669200785
"동작구","노량진동","202506",108121.739130435,4367.09731542754
"동작구","대방동","202401",33606.8181818182,4434.97459176341
"동작구","대방동","202402",114000,3813.63513678248
"동작구","대방동","202403",93650,4175.70002194093
"동작구","대방동","202404",92061.5384615385,4172.54403612556
"동작구","대방동","202405",107071.428571429,4397.9793288056
"동작구","대방동","202406",114866.666666667,4611.06290089237
"동작구","대방동","202407",97662.1212121212,4452.92359742726
"동작구","대방동","202408",109246.153846154,4499.47018585136
"동작구","대방동","202409",96714.2857142857,4489.59515719342
"동작구","대방동","202410",105642.857142857,4267.43572160859
"동작구","대방동","202411",93000,4789.17329918172
"동작구","대방동","202412",79055.5555555556,4313.68542780396
"동작구","대방동","202501",102300,4746.74361095076
"동작구","대방동","202502",108705,4331.65216207762
"동작구","대방동","202503",105626.315789474,4768.67435990626
"동작구","대방동","202504",109618.181818182,4724.65411540936
"동작구","대방동","202505",108305,4864.01534178096
"동작구","대방동","202506",123122.033898305,5289.73358604845
"동작구","대방동","202507",107000,5134.08687943262
"동작구","동작동","202401",113400,4809.81206336089
"동작구","동작동","202402",122500,6740.85912605508
"동작구","동작동","202403",126766.666666667,4923.29251918415
"동작구","동작동","202404",127166.666666667,5428.38764833076
"동작구","동작동","202405",130042.857142857,5725.89160019238
"동작구","동작동","202406",128233.333333333,5069.07138960652
"동작구","동작동","202407",133581.818181818,5784.59634419727
"동작구","동작동","202408",149875,6461.87309906099
"동작구","동작동","202410",145166.666666667,4660.56642729867
"동작구","동작동","202411",136800,4538.35662224149
"동작구","동작동","202412",111766.666666667,5617.24594144364
"동작구","동작동","202501",137250,4637.00429442482
"동작구","동작동","202502",162000,5518.73857480075
"동작구","동작동","202503",142762.5,5738.05159137063
"동작구","동작동","202504",146750,5717.59148994179
"동작구","동작동","202505",158769.777777778,6741.02974553314
"동작구","동작동","202506",140315,5438.92621900056
"동작구","본동","202401",93575,4032.89512071247
"동작구","본동","202402",112962.5,5189.91306303373
"동작구","본동","202403",92912.5,3728.03473779313
"동작구","본동","202404",102080,4549.12128327289
"동작구","본동","202405",100200,4761.31477747517
"동작구","본동","202406",120555.555555556,5525.82095905335
"동작구","본동","202407",103500,4668.70722120763
"동작구","본동","202408",123469.230769231,5843.36289330736
"동작구","본동","202409",115500,4653.33726037303
"동작구","본동","202410",100694.117647059,4754.28948606042
"동작구","본동","202411",115445.454545455,5080.38464020672
"동작구","본동","202412",114625,5091.7782055353
"동작구","본동","202501",90200,5100.2203608226
"동작구","본동","202502",116866.666666667,5219.54361837026
"동작구","본동","202503",139762.5,5701.03719088888
"동작구","본동","202504",117153.333333333,5344.65396217927
"동작구","본동","202505",112362.5,4809.38348623622
"동작구","본동","202506",122610.526315789,5235.90808167107
"동작구","사당동","202401",97521.4285714286,4154.09153386179
"동작구","사당동","202402",100043.548387097,4468.79863989856
"동작구","사당동","202403",106168.444444444,4700.59308274479
"동작구","사당동","202404",100607.547169811,4558.47645760106
"동작구","사당동","202405",107760,4494.49574230374
"동작구","사당동","202406",108756.989247312,4938.96972440143
"동작구","사당동","202407",114747.345132743,4949.36724698092
"동작구","사당동","202408",106501.851851852,4796.34040993132
"동작구","사당동","202409",109232.432432432,4715.08115636925
"동작구","사당동","202410",106887.5,4744.97943692109
"동작구","사당동","202411",100945.833333333,4381.13593073354
"동작구","사당동","202412",102316.071428571,4617.72108018463
"동작구","사당동","202501",112356.578947368,5178.32871038659
"동작구","사당동","202502",110364.367816092,5052.53552881255
"동작구","사당동","202503",119408.734939759,5111.82042142894
"동작구","사당동","202504",120555.844155844,4958.23049247237
"동작구","사당동","202505",123503.937007874,5023.86793189896
"동작구","사당동","202506",132144.755244755,5435.6293798218
"동작구","사당동","202507",99983.3333333333,3902.15048763425
"동작구","상도1동","202404",43250,2157.90810641491
"동작구","상도1동","202407",56000,2200.52393427006
"동작구","상도1동","202408",51500,2171.33001149866
"동작구","상도1동","202505",38400,2130.08713969957
"동작구","상도1동","202506",48166.6666666667,2221.12681281713
"동작구","상도동","202401",84503.125,4053.86202519691
"동작구","상도동","202402",108218.333333333,4587.51031104883
"동작구","상도동","202403",104691.666666667,4558.0938480905
"동작구","상도동","202404",114562.711864407,5085.49735896454
"동작구","상도동","202405",107612.244897959,4783.39258117532
"동작구","상도동","202406",123282.795698925,5120.26287024856
"동작구","상도동","202407",119965.24822695,5012.68529889784
"동작구","상도동","202408",122340.845070423,5074.4134833388
"동작구","상도동","202409",113492.647058824,4767.58360325082
"동작구","상도동","202410",116625.609756098,4959.04244692722
"동작구","상도동","202411",119865.625,5031.71273580528
"동작구","상도동","202412",101872.916666667,4959.69984002859
"동작구","상도동","202501",127036.170212766,5572.94354647993
"동작구","상도동","202502",125795.833333333,5585.40781612807
"동작구","상도동","202503",132300.632911392,5787.0397307658
"동작구","상도동","202504",124510.49382716,5207.4636911296
"동작구","상도동","202505",124279.389312977,5387.7201708549
"동작구","상도동","202506",134464.124293785,5335.94449925648
"동작구","상도동","202507",121500,4311.54034418357
"동작구","신대방동","202401",86096.1538461538,4257.54710501259
"동작구","신대방동","202402",90760,3978.01369486508
"동작구","신대방동","202403",90851.724137931,4146.30205156503
"동작구","신대방동","202404",100430,4351.29566977174
"동작구","신대방동","202405",98947.6190476191,4331.36353740709
"동작구","신대방동","202406",106235.135135135,4682.38473282529
"동작구","신대방동","202407",106395,4396.24008633663
"동작구","신대방동","202408",100442.857142857,4325.40592673931
"동작구","신대방동","202409",95150,3834.69060269336
"동작구","신대방동","202410",97968.1818181818,3773.2282066838
"동작구","신대방동","202411",96485.7142857143,3855.19772991654
"동작구","신대방동","202412",101657.291666667,3976.450288215
"동작구","신대방동","202501",99000,4465.71819203616
"동작구","신대방동","202502",98321.6216216216,4688.44769913358
"동작구","신대방동","202503",99385,4441.85130509948
"동작구","신대방동","202504",96231.8181818182,4149.35746008027
"동작구","신대방동","202505",109488.29787234,4488.17519966101
"동작구","신대방동","202506",106598.245614035,4811.89243801642
"동작구","신대방동","202507",109500,4737.90022737042
"동작구","흑석동","202401",130641.176470588,5358.99753170904
"동작구","흑석동","202402",138121.428571429,5594.06906681079
"동작구","흑석동","202403",155809.523809524,6563.10017763772
"동작구","흑석동","202404",156793.103448276,6529.57874400227
"동작구","흑석동","202405",155257.142857143,6272.99983584265
"동작구","흑석동","202406",152796.153846154,6130.55127688544
"동작구","흑석동","202407",168930.882352941,6726.20867611946
"동작구","흑석동","202408",173125.806451613,6877.44362143154
"동작구","흑석동","202409",168842.105263158,6734.98515242985
"동작구","흑석동","202410",167426.666666667,7009.64134445853
"동작구","흑석동","202411",161530.769230769,6781.18504012621
"동작구","흑석동","202412",162838.235294118,6780.54310911928
"동작구","흑석동","202501",165172.727272727,6836.45018918425
"동작구","흑석동","202502",187608.695652174,7397.59117605043
"동작구","흑석동","202503",178680.898876405,7042.31439357153
"동작구","흑석동","202504",186018.181818182,7178.07645522475
"동작구","흑석동","202505",188995.652173913,7368.08031211594
"동작구","흑석동","202506",207573.684210526,7275.07139441182
"마포구","공덕동","202401",116057.692307692,5348.37471619167
"마포구","공덕동","202402",135600,5452.13525004348
"마포구","공덕동","202403",129290,5872.13806990062
"마포구","공덕동","202404",128757.142857143,6350.68537542301
"마포구","공덕동","202405",134284,6248.88689219047
"마포구","공덕동","202406",142742.424242424,5929.83272068793
"마포구","공덕동","202407",140341.860465116,6220.73581693327
"마포구","공덕동","202408",156066.666666667,6231.81196334321
"마포구","공덕동","202409",136814.705882353,5880.94163987056
"마포구","공덕동","202410",147273.684210526,5406.37291348276
"마포구","공덕동","202411",149143.75,6418.27164311774
"마포구","공덕동","202412",124050,6678.89254945112
"마포구","공덕동","202501",132570.588235294,6897.4491791511
"마포구","공덕동","202502",138287.254901961,6209.13988189168
"마포구","공덕동","202503",153109.375,6573.7967853542
"마포구","공덕동","202504",163389.130434783,6917.6893510559
"마포구","공덕동","202505",164033.333333333,6914.76459347402
"마포구","공덕동","202506",168878.260869565,7030.83172507691
"마포구","공덕동","202507",178000,9796.69440784536
"마포구","노고산동","202403",28120,2557.96950659647
"마포구","노고산동","202404",26725,2634.73174302532
"마포구","노고산동","202405",24200,2648.01404432741
"마포구","노고산동","202406",25700,2610.68500330973
"마포구","노고산동","202407",27509,2647.76125749832
"마포구","노고산동","202408",28900,2727.56200529457
"마포구","노고산동","202409",27000,2716.46341463415
"마포구","노고산동","202410",28533.3333333333,2786.69470636563
"마포구","노고산동","202411",25033.3333333333,3171.96410811588
"마포구","노고산동","202501",27050,2740.67010950722
"마포구","노고산동","202502",27500,2806.12244897959
"마포구","노고산동","202503",28400,2818.53930695243
"마포구","노고산동","202504",28166.6666666667,2688.93823091987
"마포구","노고산동","202505",29100,2874.53457133431
"마포구","노고산동","202506",27714.2857142857,2667.16253444239
"마포구","노고산동","202507",27000,2896.70276406843
"마포구","대흥동","202401",110566.666666667,5752.71786232265
"마포구","대흥동","202402",135708.333333333,5692.70127841961
"마포구","대흥동","202403",137034.482758621,6342.14823256189
"마포구","대흥동","202404",157323.80952381,6253.44479699965
"마포구","대흥동","202405",149055.555555556,6543.78486083353
"마포구","대흥동","202406",155700,7143.33809149388
"마포구","대흥동","202407",156209.433962264,6804.23258892889
"마포구","대흥동","202408",154592.307692308,7029.34811012265
"마포구","대흥동","202409",138640.909090909,6591.9845003965
"마포구","대흥동","202410",138107.692307692,6455.35537267964
"마포구","대흥동","202411",135928.571428571,5878.64355575173
"마포구","대흥동","202412",84750,5472.0445604731
"마포구","대흥동","202501",143338.888888889,6458.27026798144
"마포구","대흥동","202502",152795.238095238,6824.06974950257
"마포구","대흥동","202503",167750,7340.47298403669
"마포구","대흥동","202504",167125,6883.40373506902
"마포구","대흥동","202505",184219.047619048,7571.20986300051
"마포구","대흥동","202506",189111.538461538,7664.98992104124
"마포구","도화동","202401",114987.5,4654.36932204545
"마포구","도화동","202402",114266.666666667,4180.04065540466
"마포구","도화동","202403",112920,4418.38961026519
"마포구","도화동","202404",116970,4870.95231436874
"마포구","도화동","202405",117840.909090909,4370.34618189771
"마포구","도화동","202406",122420,4726.73899649968
"마포구","도화동","202407",113556.666666667,4809.77066447297
"마포구","도화동","202408",120184.615384615,5232.10575132744
"마포구","도화동","202409",124428.571428571,4303.56647469864
"마포구","도화동","202410",114893.75,4945.47337699428
"마포구","도화동","202411",116346.153846154,5112.45235794837
"마포구","도화동","202412",104800,4433.1762126942
"마포구","도화동","202501",127252.941176471,4555.81202222049
"마포구","도화동","202502",129751.515151515,5131.28236365947
"마포구","도화동","202503",122373.469387755,5033.34192571081
"마포구","도화동","202504",130209.090909091,5035.51270654524
"마포구","도화동","202505",132845.454545455,5270.29255640192
"마포구","도화동","202506",137231.343283582,5317.7047075819
"마포구","도화동","202507",134000,6414.27328111401
"마포구","마포동","202401",33000,3061.36683010195
"마포구","마포동","202402",15400,2709.15739980596
"마포구","마포동","202403",87750,4834.30717863105
"마포구","마포동","202404",106000,4120.14134275618
"마포구","마포동","202405",91916.6666666667,3221.07684282177
"마포구","마포동","202406",84500,4752.57480416078
"마포구","마포동","202407",106700,4797.20577985634
"마포구","마포동","202408",85020,4585.15343541909
"마포구","마포동","202409",84500,4694.44444444444
"마포구","마포동","202410",42500,2990.43985154352
"마포구","마포동","202411",54333.3333333333,3764.97379326153
"마포구","마포동","202501",94266.6666666667,4666.87380201571
"마포구","마포동","202502",93500,4441.74141523965
"마포구","마포동","202503",107333.333333333,5216.97037268632
"마포구","마포동","202504",87166.6666666667,4828.37135967353
"마포구","마포동","202505",115833.333333333,5059.330332651
"마포구","마포동","202506",112263.636363636,4690.27240679262
"마포구","망원동","202401",81500,3634.23208506052
"마포구","망원동","202402",90360,3522.43106056018
"마포구","망원동","202403",71684.375,3475.76944242758
"마포구","망원동","202404",59200,3639.92016737702
"마포구","망원동","202405",84300,3591.10333643274
"마포구","망원동","202406",72953.5714285714,3245.18175757414
"마포구","망원동","202407",88842.8571428571,3983.45466607004
"마포구","망원동","202408",87040,4172.87529974583
"마포구","망원동","202409",79780,3980.9345319722
"마포구","망원동","202410",94633.3333333333,4203.1963487522
"마포구","망원동","202411",75966.6666666667,3291.53656267346
"마포구","망원동","202412",130500,6101.1904848292
"마포구","망원동","202501",85310,3789.7178272797
"마포구","망원동","202502",98125,3940.44059092719
"마포구","망원동","202503",91453.8461538462,4168.11312892964
"마포구","망원동","202504",71611.6666666667,3745.82409093592
"마포구","망원동","202505",94150,4081.97878058963
"마포구","망원동","202506",111446.666666667,4832.88325159902
"마포구","망원동","202507",158000,4761.45944971306
"마포구","상수동","202401",147500,5735.14104235363
"마포구","상수동","202402",165000,6406.63607483233
"마포구","상수동","202403",141928.571428571,5893.49283570814
"마포구","상수동","202404",144250,5395.975878924
"마포구","상수동","202405",157722.222222222,6443.2934178343
"마포구","상수동","202406",179000,6222.4834133892
"마포구","상수동","202407",159266.666666667,6168.93859431311
"마포구","상수동","202408",165550,6291.9115335417
"마포구","상수동","202409",184500,5890.67925121744
"마포구","상수동","202410",171428.571428571,6075.3529626592
"마포구","상수동","202411",158666.666666667,6908.66007892507
"마포구","상수동","202412",210000,6604.71793453823
"마포구","상수동","202501",158500,7270.74732481299
"마포구","상수동","202502",194250,6251.44132786647
"마포구","상수동","202503",190458.333333333,6739.42340437228
"마포구","상수동","202504",165100,6416.64518546954
"마포구","상수동","202505",170970,6354.6174095461
