"구","동","단지명","ym","p1","p2"
"노원구","중계동","신동아(366)","2024 년 06 월",118500,3390.11703511053
"노원구","중계동","신동아(366)","2024 년 07 월",127000,3633.2899869961
"노원구","중계동","신동아(366)","2024 년 08 월",123333.333333333,3528.3918508886
"노원구","중계동","신동아(366)","2024 년 11 월",123750,3540.31209362809
"노원구","중계동","신동아(366)","2025 년 02 월",129000,3690.50715214564
"노원구","중계동","신동아(366)","2025 년 05 월",89500,2897.29252501471
"노원구","중계동","신동아(366)","2025 년 06 월",117500,3361.50845253576
"노원구","중계동","신안","2024 년 01 월",64000,3521.76088044022
"노원구","중계동","신안","2024 년 04 월",87000,3380.43094312964
"노원구","중계동","신안","2024 년 05 월",67000,3686.84342171086
"노원구","중계동","신안","2024 년 06 월",75625,3451.90985637644
"노원구","중계동","신안","2024 년 07 월",69700,3505.91350072776
"노원구","중계동","신안","2024 년 08 월",89000,3458.14199929354
"노원구","중계동","신안","2024 년 09 월",67775,3729.48974487244
"노원구","중계동","신안","2024 년 10 월",66800,3675.83791895948
"노원구","중계동","신안","2024 년 12 월",73700,3674.2732015955
"노원구","중계동","신안","2025 년 01 월",65500,3604.30215107554
"노원구","중계동","신안","2025 년 02 월",68000,3741.87093546773
"노원구","중계동","신안","2025 년 04 월",67500,3208.98262624778
"노원구","중계동","신안","2025 년 05 월",69700,3835.41770885443
"노원구","중계동","신안","2025 년 06 월",79160,3755.99732045465
"노원구","중계동","신일","2024 년 04 월",42500,2338.66933466733
"노원구","중계동","양지마을(대림)1","2024 년 01 월",90150,3504.06360424028
"노원구","중계동","양지마을(대림)1","2024 년 03 월",86166.6666666667,3349.234393404
"노원구","중계동","양지마을(대림)1","2024 년 04 월",87500,3401.06007067138
"노원구","중계동","양지마을(대림)1","2024 년 05 월",89800,3490.4593639576
"노원구","중계동","양지마을(대림)1","2024 년 06 월",95666.6666666667,3358.62824935288
"노원구","중계동","양지마을(대림)1","2024 년 07 월",93550,3636.21908127208
"노원구","중계동","양지마을(대림)1","2024 년 08 월",98875,3576.40282316664
"노원구","중계동","양지마을(대림)1","2024 년 10 월",89800,3490.4593639576
"노원구","중계동","양지마을(대림)1","2025 년 01 월",94500,3673.14487632509
"노원구","중계동","양지마을(대림)1","2025 년 04 월",97500,3789.75265017668
"노원구","중계동","양지마을(대림)1","2025 년 05 월",94333.3333333333,3666.66666666667
"노원구","중계동","양지마을(대림)1","2025 년 06 월",99000,3848.05653710247
"노원구","중계동","양지마을(대림)2","2024 년 01 월",56650,3147.22222222222
"노원구","중계동","양지마을(대림)2","2024 년 02 월",73250,3331.48104513562
"노원구","중계동","양지마을(대림)2","2024 년 03 월",92666.6666666667,3264.89074560839
"노원구","중계동","양지마을(대림)2","2024 년 04 월",94500,3020.2850819134
"노원구","중계동","양지마을(대림)2","2024 년 05 월",86800,3374.6465598492
"노원구","중계동","양지마을(대림)2","2024 년 06 월",92666.6666666667,3276.71523397958
"노원구","중계동","양지마을(대림)2","2024 년 07 월",83280,3437.92020106817
"노원구","중계동","양지마을(대림)2","2024 년 08 월",92925,3316.75084869556
"노원구","중계동","양지마을(대림)2","2024 년 09 월",84500,3285.22620169651
"노원구","중계동","양지마을(대림)2","2024 년 10 월",62250,3458.33333333333
"노원구","중계동","양지마을(대림)2","2024 년 11 월",68300,3239.42745986122
"노원구","중계동","양지마을(대림)2","2024 년 12 월",102000,2931.80036582179
"노원구","중계동","양지마을(대림)2","2025 년 01 월",89500,3479.61828463713
"노원구","중계동","양지마을(대림)2","2025 년 02 월",85500,3324.86532280534
"노원구","중계동","양지마을(대림)2","2025 년 04 월",63500,3527.77777777778
"노원구","중계동","양지마을(대림)2","2025 년 05 월",62500,3472.22222222222
"노원구","중계동","양지마을(대림)2","2025 년 06 월",84562.5,3292.07078730084
"노원구","중계동","염광","2024 년 01 월",72500,2831.36094674556
"노원구","중계동","염광","2024 년 02 월",54500,3030.83923154702
"노원구","중계동","염광","2024 년 03 월",86750,2181.14285714286
"노원구","중계동","염광","2024 년 05 월",80500,2106.525997353
"노원구","중계동","염광","2024 년 06 월",88000,2212.57142857143
"노원구","중계동","염광","2024 년 07 월",70620,2757.94082840237
"노원구","중계동","염광","2024 년 08 월",57000,3169.86855409505
"노원구","중계동","염광","2024 년 09 월",69375,3152.2587216781
"노원구","중계동","염광","2024 년 10 월",57000,3169.86855409505
"노원구","중계동","염광","2024 년 11 월",57000,3169.86855409505
"노원구","중계동","염광","2025 년 01 월",51750,2877.90697674419
"노원구","중계동","염광","2025 년 02 월",54600,3036.40040444894
"노원구","중계동","염광","2025 년 03 월",55000,3058.64509605662
"노원구","중계동","염광","2025 년 04 월",54900,3053.0839231547
"노원구","중계동","염광","2025 년 05 월",61300,3063.75479385668
"노원구","중계동","염광","2025 년 06 월",55587.5,3091.31698685541
"노원구","중계동","정진아트리움","2024 년 08 월",51000,1981.16539140671
"노원구","중계동","주공10","2024 년 03 월",61650,3499.22600619195
"노원구","중계동","주공10","2024 년 05 월",66900,3797.21362229102
"노원구","중계동","주공10","2024 년 06 월",65000,3689.37048503612
"노원구","중계동","주공10","2024 년 07 월",68616.6666666667,3894.65084279326
"노원구","중계동","주공10","2025 년 01 월",67800,3848.29721362229
"노원구","중계동","주공10","2025 년 03 월",71700,4069.65944272446
"노원구","중계동","주공10","2025 년 04 월",71500,4058.30753353973
"노원구","중계동","주공10","2025 년 05 월",73000,4143.44685242518
"노원구","중계동","주공10","2025 년 06 월",70250,3987.35810113519
"노원구","중계동","주공2","2024 년 01 월",34850,2583.22102425876
"노원구","중계동","주공2","2024 년 02 월",36478.5714285714,2703.93723527147
"노원구","중계동","주공2","2024 년 03 월",34050,2523.9218328841
"노원구","중계동","주공2","2024 년 04 월",34540,2560.24258760108
"노원구","중계동","주공2","2024 년 05 월",35818.75,2655.02863881402
"노원구","중계동","주공2","2024 년 06 월",32925,2440.53234501348
"노원구","중계동","주공2","2024 년 07 월",36568.75,2710.62163072776
"노원구","중계동","주공2","2024 년 08 월",36128.5714285714,2677.99383904505
"노원구","중계동","주공2","2024 년 09 월",23000,1704.85175202156
"노원구","중계동","주공2","2024 년 10 월",34666.6666666667,2569.6316262354
"노원구","중계동","주공2","2024 년 11 월",34460,2554.31266846361
"노원구","중계동","주공2","2024 년 12 월",34125,2529.48113207547
"노원구","중계동","주공2","2025 년 01 월",33350,2472.03504043127
"노원구","중계동","주공2","2025 년 02 월",33766.6666666667,2502.9200359389
"노원구","중계동","주공2","2025 년 03 월",34962.5,2591.55997304582
"노원구","중계동","주공2","2025 년 04 월",35700,2646.22641509434
"노원구","중계동","주공2","2025 년 05 월",35233.3333333333,2611.63522012579
"노원구","중계동","주공2","2025 년 06 월",36270,2688.47708894879
"노원구","중계동","주공4","2024 년 01 월",75500,3256.43706705006
"노원구","중계동","주공4","2024 년 04 월",59000,3278.32968513218
"노원구","중계동","주공4","2024 년 05 월",58000,3222.76477521468
"노원구","중계동","주공4","2024 년 07 월",53733.3333333333,3318.4323520327
"노원구","중계동","주공4","2024 년 08 월",62000,3445.02441488466
"노원구","중계동","주공4","2024 년 10 월",60000,3333.89459504967
"노원구","중계동","주공4","2025 년 02 월",60400,3356.12055901667
"노원구","중계동","주공4","2025 년 03 월",59500,3306.11214009092
"노원구","중계동","주공4","2025 년 04 월",67833.3333333333,3291.98991095162
"노원구","중계동","주공4","2025 년 05 월",49557.1428571429,3145.74722113831
"노원구","중계동","주공4","2025 년 06 월",70600,3414.98261559506
"노원구","중계동","주공5","2024 년 01 월",57600,3452.78288207235
"노원구","중계동","주공5","2024 년 02 월",57250,3640.87239405034
"노원구","중계동","주공5","2024 년 03 월",66900,3542.67747196738
"노원구","중계동","주공5","2024 년 04 월",80757.1428571429,3710.76587871435
"노원구","중계동","주공5","2024 년 05 월",71814.2857142857,3523.9569442123
"노원구","중계동","주공5","2024 년 06 월",59123.0769230769,3588.53719145262
"노원구","중계동","주공5","2024 년 07 월",55212.5,3587.74464490794
"노원구","중계동","주공5","2024 년 08 월",53166.6666666667,3701.15120735571
"노원구","중계동","주공5","2024 년 09 월",83350,3828.07190865375
"노원구","중계동","주공5","2024 년 10 월",96500,3955.81630947527
"노원구","중계동","주공5","2024 년 11 월",60200,3816.11459500263
"노원구","중계동","주공5","2024 년 12 월",71125,3994.34324399776
"노원구","중계동","주공5","2025 년 01 월",66900,3773.21947116887
"노원구","중계동","주공5","2025 년 02 월",62675,3804.43376137593
"노원구","중계동","주공5","2025 년 03 월",58711.1111111111,3710.04344710516
"노원구","중계동","주공5","2025 년 04 월",83514.2857142857,4006.12395444738
"노원구","중계동","주공5","2025 년 05 월",67550,3976.32060939818
"노원구","중계동","주공5","2025 년 06 월",61290.9090909091,3772.59522718483
"노원구","중계동","주공5","2025 년 07 월",45200,3319.09212283044
"노원구","중계동","주공6","2024 년 02 월",43300,3240.13605442177
"노원구","중계동","주공6","2024 년 03 월",41900,3135.37414965986
"노원구","중계동","주공6","2024 년 04 월",40975,3066.15646258503
"노원구","중계동","주공6","2024 년 06 월",42650,3191.49659863946
"노원구","중계동","주공6","2024 년 07 월",44666.6666666667,3342.40362811791
"노원구","중계동","주공6","2024 년 08 월",48500,3629.25170068027
"노원구","중계동","주공6","2024 년 09 월",50000,3741.49659863946
"노원구","중계동","주공6","2024 년 12 월",50000,3741.49659863946
"노원구","중계동","주공6","2025 년 01 월",47900,3584.3537414966
"노원구","중계동","주공6","2025 년 02 월",48000,3591.83673469388
"노원구","중계동","주공6","2025 년 03 월",43200,3232.65306122449
"노원구","중계동","주공6","2025 년 06 월",45533.3333333333,3407.25623582766
"노원구","중계동","주공7","2024 년 01 월",40100,3000.68027210884
"노원구","중계동","주공7","2024 년 07 월",39866.6666666667,2983.21995464853
"노원구","중계동","주공7","2024 년 08 월",41000,3068.02721088435
"노원구","중계동","주공7","2024 년 09 월",39733.3333333333,2973.24263038549
"노원구","중계동","주공7","2024 년 10 월",41650,3116.66666666667
"노원구","중계동","주공7","2024 년 11 월",40375,3021.25850340136
"노원구","중계동","주공7","2025 년 03 월",38700,2895.91836734694
"노원구","중계동","주공7","2025 년 04 월",36500,2731.2925170068
"노원구","중계동","주공7","2025 년 05 월",38800,2903.40136054422
"노원구","중계동","주공7","2025 년 06 월",39340,2943.80952380952
"노원구","중계동","주공7","2025 년 07 월",38500,2880.95238095238
"노원구","중계동","주공8","2024 년 03 월",47000,3119.46902654867
"노원구","중계동","주공8","2024 년 04 월",51500,3418.14159292035
"노원구","중계동","주공8","2024 년 05 월",49400,3278.7610619469
"노원구","중계동","주공8","2024 년 06 월",51700,3431.41592920354
"노원구","중계동","주공8","2024 년 07 월",51250,3401.54867256637
"노원구","중계동","주공8","2024 년 08 월",52775,3502.76548672566
"노원구","중계동","주공8","2024 년 09 월",53100,3524.33628318584
"노원구","중계동","주공8","2024 년 10 월",53300,3537.61061946903
"노원구","중계동","주공8","2024 년 11 월",53500,3550.88495575221
"노원구","중계동","주공8","2024 년 12 월",54200,3597.34513274336
"노원구","중계동","주공8","2025 년 02 월",51500,3418.14159292035
"노원구","중계동","주공8","2025 년 03 월",50975,3383.29646017699
"노원구","중계동","주공8","2025 년 04 월",53250,3534.29203539823
"노원구","중계동","주공8","2025 년 05 월",51350,3408.18584070796
"노원구","중계동","주공8","2025 년 06 월",53625,3559.1814159292
"노원구","중계동","중계3벽산","2024 년 03 월",55000,3031.0621242485
"노원구","중계동","중계3벽산","2024 년 04 월",56900,3135.77154308617
"노원구","중계동","중계3벽산","2024 년 05 월",70150,3190.0842862195
"노원구","중계동","중계3벽산","2024 년 06 월",56000,3086.17234468938
"노원구","중계동","중계3벽산","2024 년 07 월",84980,2905.79274094869
"노원구","중계동","중계3벽산","2024 년 08 월",55500,3058.61723446894
"노원구","중계동","중계3벽산","2024 년 11 월",49700,2738.97795591182
"노원구","중계동","중계3벽산","2024 년 12 월",59800,3295.59118236473
"노원구","중계동","중계3벽산","2025 년 03 월",70666.6666666667,3417.79842037015
"노원구","중계동","중계3벽산","2025 년 05 월",86700,3366
"노원구","중계동","중계3벽산","2025 년 06 월",72666.6666666667,3151.65501194781
"노원구","중계동","중계3우성","2024 년 02 월",72325,3288.47989028265
"노원구","중계동","중계3우성","2024 년 03 월",70850,3229.5102631794
"노원구","중계동","중계3우성","2024 년 05 월",58000,3193.19319319319
"노원구","중계동","중계3우성","2024 년 07 월",87000,3382.82078472959
"노원구","중계동","중계3우성","2024 년 09 월",56500,3110.61061061061
"노원구","중계동","중계3우성","2024 년 11 월",91500,3557.79427359491
"노원구","중계동","중계3우성","2025 년 02 월",87900,3417.81548250265
"노원구","중계동","중계3우성","2025 년 03 월",77000,2993.99080947331
"노원구","중계동","중계그린1단지","2024 년 01 월",45923.75,3396.34741445215
"노원구","중계동","중계그린1단지","2024 년 02 월",43750,3276.78717001756
"노원구","중계동","중계그린1단지","2024 년 03 월",45407.6923076923,3294.52781590534
"노원구","중계동","중계그린1단지","2024 년 04 월",48450,3392.09803961665
"노원구","중계동","중계그린1단지","2024 년 05 월",48025,3262.45187113725
"노원구","중계동","중계그린1단지","2024 년 06 월",45508.3333333333,3353.82500058136
"노원구","중계동","중계그린1단지","2024 년 07 월",49503.8461538462,3349.37627351965
"노원구","중계동","중계그린1단지","2024 년 08 월",47514.2857142857,3306.63213841025
"노원구","중계동","중계그린1단지","2024 년 09 월",50812.5,3300.56318217691
"노원구","중계동","중계그린1단지","2024 년 10 월",47857.1428571429,3285.50897358688
"노원구","중계동","중계그린1단지","2024 년 11 월",41816.6666666667,3332.76817283332
"노원구","중계동","중계그린1단지","2024 년 12 월",49433.3333333333,3288.00155531258
"노원구","중계동","중계그린1단지","2025 년 01 월",47620,3337.11372567155
"노원구","중계동","중계그린1단지","2025 년 02 월",45363.6363636364,3297.57780169792
"노원구","중계동","중계그린1단지","2025 년 03 월",48681.8181818182,3410.33492879532
"노원구","중계동","중계그린1단지","2025 년 04 월",49476.9230769231,3412.63739836139
"노원구","중계동","중계그린1단지","2025 년 05 월",49015,3394.05294517751
"노원구","중계동","중계그린1단지","2025 년 06 월",49835.7142857143,3461.90888005714
"노원구","중계동","중계그린1단지","2025 년 07 월",46350,3238.33635449057
"노원구","중계동","중계무지개","2024 년 02 월",50800,3383.93217601938
"노원구","중계동","중계무지개","2024 년 03 월",47100,3253.10290873509
"노원구","중계동","중계무지개","2024 년 04 월",41142.8571428571,3179.54076441665
"노원구","중계동","중계무지개","2024 년 05 월",53733.3333333333,3172.47614004945
"노원구","중계동","중계무지개","2024 년 06 월",46500,3260.42268256546
"노원구","중계동","중계무지개","2024 년 07 월",44933.3333333333,3198.17446414637
"노원구","중계동","중계무지개","2024 년 08 월",49537.5,3167.88520978843
"노원구","중계동","중계무지개","2024 년 09 월",46500,3105.97274302027
"노원구","중계동","중계무지개","2024 년 10 월",42100,3002.9576407251
"노원구","중계동","중계무지개","2024 년 11 월",44737.5,3221.31638851355
"노원구","중계동","중계무지개","2024 년 12 월",40183.3333333333,3326.44246456401
"노원구","중계동","중계무지개","2025 년 01 월",53433.3333333333,3158.36052806304
"노원구","중계동","중계무지개","2025 년 02 월",52166.6666666667,3271.01708311811
"노원구","중계동","중계무지개","2025 년 03 월",46613.8888888889,3197.58741262551
"노원구","중계동","중계무지개","2025 년 04 월",48733.3333333333,3303.4715289038
"노원구","중계동","중계무지개","2025 년 05 월",45887.5,3145.83034840412
"노원구","중계동","중계무지개","2025 년 06 월",47907.1428571429,3302.16394384121
"노원구","중계동","중계무지개","2025 년 07 월",44000,3374.80225480511
"노원구","중계동","중계스타클래스","2024 년 05 월",72000,2801.85375172463
"노원구","중계동","중계스타클래스","2025 년 03 월",65900,2567.95692322226
"노원구","중계동","중계스타클래스","2025 년 04 월",65000,2529.45130364029
"노원구","중계동","중계현대2","2024 년 01 월",64500,2523.71354043159
"노원구","중계동","중계현대2","2024 년 02 월",63000,2465.02252786341
"노원구","중계동","중계현대2","2024 년 03 월",64500,2523.71354043159
"노원구","중계동","중계현대2","2024 년 06 월",65000,2543.27721128765
"노원구","중계동","중계현대2","2024 년 07 월",69200,2707.61204647854
"노원구","중계동","중계현대2","2024 년 08 월",70166.6666666667,2745.43514346692
"노원구","중계동","중계현대2","2024 년 10 월",63000,2897.15719063545
"노원구","중계동","중계현대2","2024 년 12 월",67166.6666666667,2628.05311833057
"노원구","중계동","중계현대2","2025 년 01 월",72000,2817.16860327247
"노원구","중계동","중계현대2","2025 년 04 월",64000,2504.14986957553
"노원구","중계동","중계현대2","2025 년 05 월",71850,2811.29950201565
"노원구","중계동","중앙하이츠","2024 년 02 월",65000,2524.12332313486
"노원구","중계동","중앙하이츠","2024 년 03 월",55000,2155.32597078732
"노원구","중계동","중앙하이츠","2024 년 04 월",57750,2659.25721467317
"노원구","중계동","중앙하이츠","2024 년 05 월",61000,2368.79265709579
"노원구","중계동","중앙하이츠","2024 년 07 월",68600,2671.85100714128
"노원구","중계동","중앙하이츠","2024 년 09 월",61000,2817.65960667578
"노원구","중계동","중앙하이츠","2024 년 11 월",59000,2291.12732407625
"노원구","중계동","중앙하이츠","2024 년 12 월",52500,2913.72351160444
"노원구","중계동","중앙하이츠","2025 년 02 월",56450,2599.60799228833
"노원구","중계동","중앙하이츠","2025 년 03 월",56433.3333333333,2754.28841869352
"노원구","중계동","중앙하이츠","2025 년 05 월",65500,2561.67919590252
"노원구","중계동","중앙하이츠","2025 년 06 월",65766.6666666667,2571.98130699862
"노원구","중계동","중앙하이츠아쿠아","2024 년 05 월",98000,3828.69150856838
"노원구","중계동","중앙하이츠아쿠아","2024 년 07 월",91500,3574.74768402048
"노원구","중계동","중앙하이츠아쿠아","2024 년 12 월",97225,3798.41359102613
"노원구","중계동","중앙하이츠아쿠아","2025 년 02 월",91000,3555.21354367064
"노원구","중계동","중앙하이츠아쿠아","2025 년 04 월",90000,3516.14526297097
"노원구","중계동","진로유통조합대림","2024 년 02 월",66500,2583.58841535201
"노원구","중계동","진로유통조합대림","2024 년 04 월",65000,2525.31198493054
"노원구","중계동","진로유통조합대림","2024 년 07 월",65750,2554.45020014128
"노원구","중계동","진로유통조합대림","2024 년 08 월",68100,2645.74994113492
"노원구","중계동","진로유통조합대림","2025 년 02 월",62000,2408.75912408759
"노원구","중계동","진로유통조합대림","2025 년 06 월",55500,2531.18174282755
"노원구","중계동","청구(366)","2024 년 01 월",124000,3543.77760457262
"노원구","중계동","청구(366)","2024 년 02 월",116000,3315.14679137438
"노원구","중계동","청구(366)","2024 년 03 월",111500,3381.07093622569
"노원구","중계동","청구(366)","2024 년 04 월",120000,3429.4621979735
"노원구","중계동","청구(366)","2024 년 05 월",122000,3486.61990127306
"노원구","중계동","청구(366)","2024 년 06 월",130766.666666667,3737.16116740279
"노원구","중계동","청구(366)","2024 년 07 월",127000,3629.51415952195
"노원구","중계동","청구(366)","2024 년 09 월",133500,3815.27669524552
"노원구","중계동","청구(366)","2024 년 11 월",129000,3686.67186282151
"노원구","중계동","청구(366)","2025 년 01 월",129300,3695.24551831645
"노원구","중계동","청구(366)","2025 년 04 월",129500,3700.9612886464
"노원구","중계동","청구(366)","2025 년 05 월",130000,3715.25071447129
"노원구","중계동","청구3","2024 년 01 월",114500,4457.35519641383
"노원구","중계동","청구3","2024 년 03 월",116350,4529.37359915064
"노원구","중계동","청구3","2024 년 04 월",117400,4570.24890881208
"노원구","중계동","청구3","2024 년 05 월",121250,4720.12504423735
"노원구","중계동","청구3","2024 년 06 월",117933.333333333,4591.01097086233
"노원구","중계동","청구3","2024 년 07 월",120368.181818182,4685.79686209744
"노원구","중계동","청구3","2024 년 08 월",120175,4678.27651291731
"노원구","중계동","청구3","2024 년 09 월",118500,4613.07066179073
"노원구","중계동","청구3","2024 년 10 월",127500,4963.43045888876
"노원구","중계동","청구3","2025 년 01 월",110000,4282.17529786481
"노원구","중계동","청구3","2025 년 02 월",121900,4745.4288073611
"노원구","중계동","청구3","2025 년 03 월",118500,4613.07066179073
"노원구","중계동","청구3","2025 년 04 월",121000,4710.39282765129
"노원구","중계동","청구3","2025 년 05 월",121833.333333333,4742.83354960481
"노원구","중계동","청구3","2025 년 06 월",126000,4905.03715937242
"노원구","중계동","청암3단지(582)","2024 년 09 월",69500,2716.1941306047
"노원구","중계동","청암3단지(582)","2025 년 02 월",49000,1907.42444617453
"노원구","중계동","청암3단지(582)","2025 년 03 월",60500,2355.08528558284
"노원구","중계동","청암3단지(582)","2025 년 06 월",64800,2522.47151249204
"노원구","중계동","한신월드","2024 년 09 월",27100,1059.84830528561
"노원구","중계동","한신월드","2025 년 02 월",43500,1776.82881544746
"노원구","중계동","한화꿈에그린","2024 년 01 월",80750,3138.61864267037
"노원구","중계동","한화꿈에그린","2024 년 02 월",64000,3523.46474032799
"노원구","중계동","한화꿈에그린","2024 년 03 월",79200,3078.37271206803
"노원구","중계동","한화꿈에그린","2024 년 04 월",81000,3148.3357282514
"노원구","중계동","한화꿈에그린","2024 년 05 월",80250,3119.18447150833
"노원구","중계동","한화꿈에그린","2024 년 06 월",82850,3220.24216155096
"노원구","중계동","한화꿈에그린","2024 년 07 월",70166.6666666667,3069.86133122853
"노원구","중계동","한화꿈에그린","2024 년 08 월",78200,3245.06395663682
"노원구","중계동","한화꿈에그린","2024 년 09 월",86250,3352.39452545287
"노원구","중계동","한화꿈에그린","2024 년 10 월",83000,3226.07241289958
"노원구","중계동","한화꿈에그린","2024 년 12 월",83000,3226.07241289958
"노원구","중계동","한화꿈에그린","2025 년 02 월",76533.3333333333,2974.72379920379
"노원구","중계동","한화꿈에그린","2025 년 03 월",85833.3333333333,3336.19938281784
"노원구","중계동","한화꿈에그린","2025 년 04 월",84000,2861.61334896168
"노원구","중계동","한화꿈에그린","2025 년 05 월",71000,3265.4583751209
"노원구","중계동","한화꿈에그린","2025 년 06 월",84125,3269.79929801418
"노원구","중계동","한화꿈에그린TheFIRST","2024 년 08 월",120000,3265.06381715643
"노원구","중계동","한화꿈에그린TheFIRST","2025 년 03 월",81500,4483.9946648883
"노원구","중계동","한화꿈에그린TheFIRST","2025 년 04 월",82000,4519.0380761523
"노원구","중계동","한화꿈에그린TheFIRST","2025 년 05 월",132900,3616.05817750074
"노원구","중계동","현대(3차)","2024 년 02 월",59000,2929.14096584926
"노원구","중계동","현대(3차)","2024 년 11 월",74900,2930.29045643154
"노원구","중계동","현대(3차)","2024 년 12 월",73000,2855.95732068761
"노원구","중계동","현대(3차)","2025 년 01 월",76400,2988.97451096621
"노원구","중계동","현대(3차)","2025 년 02 월",76000,2973.32542975697
"노원구","중계동","현대(3차)","2025 년 05 월",76000,2973.32542975697
"노원구","중계동","현대(6차)","2024 년 04 월",105000,2824.30614989608
"노원구","중계동","현대(6차)","2024 년 05 월",59700,2729.4328769399
"노원구","중계동","현대(6차)","2024 년 07 월",45000,2481.61764705882
"노원구","중계동","현대(6차)","2024 년 08 월",76250,2960.99082136973
"노원구","중계동","현대(6차)","2024 년 09 월",99500,2676.36630394914
"노원구","중계동","현대(6차)","2024 년 10 월",51800,2856.61764705882
"노원구","중계동","현대(6차)","2024 년 11 월",76000,2764.60676733097
"노원구","중계동","현대(6차)","2024 년 12 월",53000,2058.13132501765
"노원구","중계동","현대(6차)","2025 년 01 월",49200,2713.23529411765
"노원구","중계동","현대(6차)","2025 년 06 월",48500,2674.63235294118
"노원구","중계동","현대1(4차)","2024 년 07 월",52250,2325.84584791896
"노원구","중계동","현대1(4차)","2024 년 08 월",52500,2245.62540505509
"노원구","중계동","현대1(4차)","2025 년 01 월",47500,2031.75631885936
"노원구","중계동","현대1(4차)","2025 년 06 월",59000,2290.85774797035
"노원구","중계동","현대2(4차)","2024 년 07 월",60133.3333333333,2345.40409802554
"노원구","중계동","현대2(4차)","2025 년 04 월",56800,2213.24831739284
"노원구","중계동","현대2(4차)","2025 년 05 월",54300,2125.62277580071
"노원구","중계동","현대2(4차)","2025 년 06 월",59000,2296.5322009908
"노원구","중계동","현대그린","2024 년 03 월",60000,2329.68584539358
"노원구","중계동","현대그린","2024 년 05 월",53250,2067.5961877868
"노원구","중계동","현대그린","2024 년 06 월",58000,2252.02965054712
"노원구","중계동","현대그린","2024 년 07 월",60800,2360.74832333216
"노원구","중계동","현대그린","2024 년 08 월",62700,2434.52170843629
"노원구","중계동","현대그린","2024 년 11 월",59900,2325.80303565125
"노원구","중계동","현대그린","2024 년 12 월",59900,2325.80303565125
"노원구","중계동","현대그린","2025 년 01 월",57300,2224.84998235087
"노원구","중계동","현대그린","2025 년 03 월",58200,2259.79527003177
"노원구","중계동","현대그린","2025 년 05 월",62500,2426.75608895164
"노원구","중계동","화인상가","2025 년 01 월",37000,2057.63397371082
"노원구","하계동","건영","2024 년 02 월",31000,1925.10350018818
"노원구","하계동","건영","2024 년 04 월",62700,3162.31086657497
"노원구","하계동","건영","2024 년 06 월",63140,3183.1084943608
"노원구","하계동","건영","2024 년 07 월",59750,3250.10685524999
"노원구","하계동","건영","2024 년 08 월",60175,3208.7857858497
"노원구","하계동","건영","2024 년 09 월",52000,3129.11913258145
"노원구","하계동","건영","2024 년 10 월",51000,3167.10575837411
"노원구","하계동","건영","2024 년 12 월",50000,3105.00564546481
"노원구","하계동","건영","2025 년 01 월",43250,2890.1978783959
"노원구","하계동","건영","2025 년 02 월",55500,3152.61003738276
"노원구","하계동","건영","2025 년 03 월",53560,3148.56588302896
"노원구","하계동","건영","2025 년 04 월",55300,3152.68412403756
"노원구","하계동","건영","2025 년 05 월",51666.6666666667,3040.01761492606
"노원구","하계동","건영","2025 년 06 월",59600,3053.88153157155
"노원구","하계동","건영","2025 년 07 월",44750,2985.93498440629
"노원구","하계동","극동","2024 년 01 월",46000,2724.335965542
"노원구","하계동","극동","2024 년 03 월",52500,3109.29648241206
"노원구","하계동","극동","2024 년 04 월",48000,2842.78535534817
"노원구","하계동","극동","2024 년 06 월",67400,2981.70972546362
"노원구","하계동","극동","2024 년 07 월",62075,3094.60788097029
"노원구","하계동","극동","2024 년 08 월",64000,3026.87992429466
"노원구","하계동","극동","2024 년 10 월",62300,2913.69047619048
"노원구","하계동","극동","2024 년 11 월",51050,2618.60108364954
"노원구","하계동","극동","2025 년 02 월",62350,2916.02891156463
"노원구","하계동","극동","2025 년 03 월",59970,2927.88665160124
"노원구","하계동","극동","2025 년 04 월",64400,2999.66976562236
"노원구","하계동","극동","2025 년 05 월",58150,3027.88602878337
"노원구","하계동","극동","2025 년 06 월",64000,2993.19727891156
"노원구","하계동","극동","2025 년 07 월",51800,3067.8391959799
"노원구","하계동","미성","2024 년 01 월",72000,3034.43604805244
"노원구","하계동","미성","2024 년 02 월",70000,3200.7759456838
"노원구","하계동","미성","2024 년 03 월",65000,2972.14909242067
"노원구","하계동","미성","2024 년 04 월",55000,3130.92979127135
"노원구","하계동","미성","2024 년 05 월",77000,2991.52342830233
"노원구","하계동","미성","2024 년 08 월",80000,3108.07628914528
"노원구","하계동","미성","2024 년 10 월",70000,1949.03813702329
"노원구","하계동","미성","2024 년 12 월",53000,3017.07779886148
"노원구","하계동","미성","2025 년 01 월",72500,2816.69413703791
"노원구","하계동","미성","2025 년 02 월",68500,3132.18788970486
"노원구","하계동","미성","2025 년 03 월",70375,2943.80558027594
"노원구","하계동","미성","2025 년 04 월",67700,3095.60759318276
"노원구","하계동","미성","2025 년 05 월",84000,3263.48010360254
"노원구","하계동","미성","2025 년 06 월",61933.3333333333,3245.60105948452
"노원구","하계동","벽산","2024 년 01 월",68700,3213.01020408163
"노원구","하계동","벽산","2024 년 04 월",63000,2946.42857142857
"노원구","하계동","벽산","2024 년 05 월",55000,3145.03552243978
"노원구","하계동","벽산","2024 년 06 월",63420,3068.16096171432
"노원구","하계동","벽산","2024 년 07 월",72975,3229.09899600712
