"구","동","단지명","ym","p1","p2"
"강남구","개포동","개포2차현대아파트(220)","2024 년 07 월",189000,8021.86495176849
"강남구","개포동","개포2차현대아파트(220)","2025 년 01 월",182000,7724.75884244373
"강남구","개포동","개포2차현대아파트(220)","2025 년 02 월",136500,5793.5691318328
"강남구","개포동","개포2차현대아파트(220)","2025 년 03 월",199000,8446.30225080386
"강남구","개포동","개포2차현대아파트(220)","2025 년 06 월",203000,8616.07717041801
"강남구","개포동","개포6차우성아파트1동~8동","2024 년 10 월",189000,11344.1251364132
"강남구","개포동","개포6차우성아파트1동~8동","2024 년 11 월",207000,8541.95323246217
"강남구","개포동","개포6차우성아파트1동~8동","2024 년 12 월",208500,8603.85144429161
"강남구","개포동","개포6차우성아파트1동~8동","2025 년 01 월",196500,9638.07966706302
"강남구","개포동","개포6차우성아파트1동~8동","2025 년 02 월",218250,9006.18982118294
"강남구","개포동","개포6차우성아파트1동~8동","2025 년 03 월",220000,9895.6484796543
"강남구","개포동","개포6차우성아파트1동~8동","2025 년 05 월",194000,11644.2342670062
"강남구","개포동","개포더샵트리에","2024 년 01 월",223000,6808.07051011034
"강남구","개포동","개포더샵트리에","2024 년 03 월",243000,7485.13054874156
"강남구","개포동","개포더샵트리에","2024 년 05 월",231666.666666667,7173.79409939651
"강남구","개포동","개포더샵트리에","2024 년 06 월",239500,7386.9218250217
"강남구","개포동","개포더샵트리에","2024 년 11 월",266500,8136.10220154442
"강남구","개포동","개포더샵트리에","2025 년 02 월",272000,8323.319565026
"강남구","개포동","개포더샵트리에","2025 년 03 월",271666.666666667,8351.72004677168
"강남구","개포동","개포더샵트리에","2025 년 06 월",280500,8654.62536077124
"강남구","개포동","개포래미안포레스트","2024 년 01 월",203500,10007.971874097
"강남구","개포동","개포래미안포레스트","2024 년 02 월",262000,10206.7180333282
"강남구","개포동","개포래미안포레스트","2024 년 03 월",201155.555555556,10087.4555942985
"강남구","개포동","개포래미안포레스트","2024 년 04 월",267928.571428571,10319.9667056347
"강남구","개포동","개포래미안포레스트","2024 년 05 월",253833.333333333,10072.5844201872
"강남구","개포동","개포래미안포레스트","2024 년 06 월",219858.823529412,10743.5179144477
"강남구","개포동","개포래미안포레스트","2024 년 07 월",242575,11369.8828636371
"강남구","개포동","개포래미안포레스트","2024 년 08 월",247777.777777778,12015.1052564158
"강남구","개포동","개포래미안포레스트","2024 년 09 월",274600,11673.4163004016
"강남구","개포동","개포래미안포레스트","2024 년 10 월",245000,12316.8225482435
"강남구","개포동","개포래미안포레스트","2024 년 11 월",250666.666666667,12224.7370228185
"강남구","개포동","개포래미안포레스트","2024 년 12 월",240000,13217.6234979973
"강남구","개포동","개포래미안포레스트","2025 년 01 월",260950,11599.9358599172
"강남구","개포동","개포래미안포레스트","2025 년 02 월",277166.666666667,11822.6534076454
"강남구","개포동","개포래미안포레스트","2025 년 03 월",267333.333333333,12253.7568192984
"강남구","개포동","개포래미안포레스트","2025 년 05 월",286346.153846154,13000.6333120045
"강남구","개포동","개포래미안포레스트","2025 년 06 월",278027.272727273,13396.5089616162
"강남구","개포동","개포우성3차","2024 년 06 월",275750,7271.35698353796
"강남구","개포동","개포우성3차","2024 년 07 월",285357.142857143,7333.11066476474
"강남구","개포동","개포우성3차","2024 년 08 월",298500,7495.12232331325
"강남구","개포동","개포우성3차","2024 년 09 월",251700,7953.74892272335
"강남구","개포동","개포우성3차","2024 년 10 월",309500,7652.85478795144
"강남구","개포동","개포우성3차","2025 년 02 월",263000,8310.8302212008
"강남구","개포동","개포우성3차","2025 년 03 월",315500,8346.63493128643
"강남구","개포동","개포우성3차","2025 년 05 월",284000,8974.43263430049
"강남구","개포동","개포우성3차","2025 년 06 월",400000,8198.75776397515
"강남구","개포동","개포자이","2024 년 06 월",273000,6708.11615785555
"강남구","개포동","개포자이","2025 년 03 월",232500,5712.95606850335
"강남구","개포동","개포자이르네","2024 년 04 월",232000,6711.07994389902
"강남구","개포동","개포자이르네","2024 년 08 월",118000,7655.33307776238
"강남구","개포동","개포자이르네","2025 년 01 월",134000,7276.90413970603
"강남구","개포동","개포자이르네","2025 년 02 월",113000,7330.95455751821
"강남구","개포동","개포자이르네","2025 년 03 월",230000,7373.55661900571
"강남구","개포동","개포자이프레지던스","2024 년 01 월",216000,11883.9613204401
"강남구","개포동","개포자이프레지던스","2025 년 02 월",263000,14504.5733108498
"강남구","개포동","개포자이프레지던스","2025 년 03 월",243000,11878.4807112619
"강남구","개포동","개포자이프레지던스","2025 년 04 월",339000,14108.0753119106
"강남구","개포동","개포자이프레지던스","2025 년 05 월",324400,14465.3844674304
"강남구","개포동","개포자이프레지던스","2025 년 06 월",361928.571428571,15197.4457213368
"강남구","개포동","개포자이프레지던스","2025 년 07 월",366000,15332.3338584596
"강남구","개포동","개포주공5단지","2024 년 01 월",215000,13143.7569470174
"강남구","개포동","개포주공5단지","2024 년 03 월",248000,11022.2222222222
"강남구","개포동","개포주공5단지","2024 년 04 월",258500,10833.4709363686
"강남구","개포동","개포주공5단지","2024 년 05 월",272000,10792.3530119033
"강남구","개포동","개포주공5단지","2024 년 06 월",219000,10835.0297669019
"강남구","개포동","개포주공5단지","2024 년 07 월",256375,11955.9166180608
"강남구","개포동","개포주공5단지","2024 년 08 월",248833.333333333,12849.9763720198
"강남구","개포동","개포주공5단지","2024 년 09 월",240375,13535.1189741056
"강남구","개포동","개포주공5단지","2024 년 10 월",263821.428571429,13170.7150713081
"강남구","개포동","개포주공5단지","2024 년 11 월",306000,13203.1742214741
"강남구","개포동","개포주공5단지","2025 년 01 월",268500,13994.4629698242
"강남구","개포동","개포주공5단지","2025 년 02 월",299250,13558.907351638
"강남구","개포동","개포주공5단지","2025 년 03 월",328692.307692308,14138.9780373755
"강남구","개포동","개포주공5단지","2025 년 04 월",280000,15100.5066187286
"강남구","개포동","개포주공5단지","2025 년 05 월",285333.333333333,15679.9939620984
"강남구","개포동","개포주공5단지","2025 년 06 월",330107.142857143,15715.4558294749
"강남구","개포동","개포주공6단지","2024 년 02 월",219277.777777778,10508.4018755327
"강남구","개포동","개포주공6단지","2024 년 03 월",218666.666666667,10684.0512786195
"강남구","개포동","개포주공6단지","2024 년 04 월",196333.333333333,10161.4146251095
"강남구","개포동","개포주공6단지","2024 년 05 월",236000,10665.5710764174
"강남구","개포동","개포주공6단지","2024 년 06 월",246250,10841.0873526617
"강남구","개포동","개포주공6단지","2024 년 07 월",258000,11659.8192276089
"강남구","개포동","개포주공6단지","2024 년 08 월",265175,11800.6431729716
"강남구","개포동","개포주공6단지","2024 년 09 월",232000,14428.9483603468
"강남구","개포동","개포주공6단지","2024 년 10 월",250000,13720.2727423915
"강남구","개포동","개포주공6단지","2024 년 11 월",234500,14584.4327176781
"강남구","개포동","개포주공6단지","2025 년 01 월",255000,13994.6781972393
"강남구","개포동","개포주공6단지","2025 년 02 월",288000,13661.9867410994
"강남구","개포동","개포주공6단지","2025 년 03 월",290000,14475.6478563019
"강남구","개포동","개포주공6단지","2025 년 04 월",329000,13047.7106117053
"강남구","개포동","개포주공6단지","2025 년 05 월",323250,14385.0770617146
"강남구","개포동","개포주공7단지","2024 년 01 월",180000,11111.1111111111
"강남구","개포동","개포주공7단지","2024 년 02 월",213750,10303.0508564303
"강남구","개포동","개포주공7단지","2024 년 03 월",202500,10701.8628239826
"강남구","개포동","개포주공7단지","2024 년 05 월",239500,10788.2882882883
"강남구","개포동","개포주공7단지","2024 년 06 월",209500,11570.9353746988
"강남구","개포동","개포주공7단지","2024 년 07 월",237666.666666667,10965.1994544468
"강남구","개포동","개포주공7단지","2024 년 08 월",272000,11712.8741644871
"강남구","개포동","개포주공7단지","2024 년 09 월",261000,12766.2814229635
"강남구","개포동","개포주공7단지","2024 년 10 월",236000,12746.5817071552
"강남구","개포동","개포주공7단지","2024 년 11 월",240000,14814.8148148148
"강남구","개포동","개포주공7단지","2025 년 01 월",261500,13781.2812812813
"강남구","개포동","개포주공7단지","2025 년 02 월",270333.333333333,14155.5962003991
"강남구","개포동","개포주공7단지","2025 년 03 월",306785.714285714,14021.1010173156
"강남구","개포동","개포주공7단지","2025 년 06 월",326800,15705.038371705
"강남구","개포동","개포현대200동","2025 년 02 월",205000,8229.92700729927
"강남구","개포동","개포현대200동","2025 년 03 월",208000,8350.36496350365
"강남구","개포동","경남1","2024 년 02 월",305000,8164.34133679429
"강남구","개포동","경남1","2024 년 04 월",239500,8747.15339420718
"강남구","개포동","경남1","2024 년 05 월",280000,9024.9780238493
"강남구","개포동","경남1","2024 년 06 월",308000,8244.64633354964
"강남구","개포동","경남1","2024 년 07 월",249500,9732.2695035461
"강남구","개포동","경남1","2024 년 08 월",260000,10141.8439716312
"강남구","개포동","경남1","2024 년 09 월",322000,8619.40298507463
"강남구","개포동","경남1","2025 년 01 월",266500,9068.36461126005
"강남구","개포동","경남1","2025 년 05 월",325000,8699.70798182998
"강남구","개포동","경남1","2025 년 06 월",395000,9114.80364822358
"강남구","개포동","경남2차","2024 년 01 월",340000,6158.06805708013
"강남구","개포동","경남2차","2024 년 03 월",370000,6701.42700329308
"강남구","개포동","경남2차","2024 년 04 월",275000,4980.7903402854
"강남구","개포동","경남2차","2024 년 08 월",362666.666666667,6568.60592755214
"강남구","개포동","경남2차","2024 년 11 월",247000,8868.45827439887
"강남구","개포동","경남2차","2025 년 05 월",340000,6158.06805708013
"강남구","개포동","뉴현대파크빌","2024 년 09 월",74000,3495.56255367879
"강남구","개포동","대치푸르지오발라드","2024 년 05 월",143100,9079.54770497382
"강남구","개포동","대치푸르지오발라드","2024 년 07 월",139882.8,8467.16971791917
"강남구","개포동","대치푸르지오발라드","2024 년 08 월",135059.333333333,8850.58212998717
"강남구","개포동","대치푸르지오발라드","2024 년 09 월",118456,8671.9710130242
"강남구","개포동","대치푸르지오발라드","2024 년 10 월",106284,8470.64391587684
"강남구","개포동","대치푸르지오발라드","2024 년 11 월",116824,8342.50692451041
"강남구","개포동","대치푸르지오발라드","2024 년 12 월",103632,8262.87685862154
"강남구","개포동","대치푸르지오발라드","2025 년 01 월",153816,9147.06878779797
"강남구","개포동","대치푸르지오발라드","2025 년 02 월",97665,8436.44984814224
"강남구","개포동","대치푸르지오발라드","2025 년 03 월",167280,9201.05940925766
"강남구","개포동","대치푸르지오발라드","2025 년 06 월",106896,8610.98621048238
"강남구","개포동","디에이치아너힐즈","2024 년 01 월",214500,11831.9251023471
"강남구","개포동","디에이치아너힐즈","2024 년 02 월",214500,11839.052355776
"강남구","개포동","디에이치아너힐즈","2024 년 03 월",280000,10953.4478466517
"강남구","개포동","디에이치아너힐즈","2024 년 04 월",239333.333333333,11684.1515456199
"강남구","개포동","디에이치아너힐즈","2024 년 05 월",293000,12148.8364535963
"강남구","개포동","디에이치아너힐즈","2024 년 06 월",297300,12416.2818935826
"강남구","개포동","디에이치아너힐즈","2024 년 07 월",360666.666666667,12862.1678742197
"강남구","개포동","디에이치아너힐즈","2024 년 08 월",395571.428571429,13257.0202864664
"강남구","개포동","디에이치아너힐즈","2024 년 10 월",248500,13710.6045910409
"강남구","개포동","디에이치아너힐즈","2024 년 11 월",327333.333333333,12805.2239972906
"강남구","개포동","디에이치아너힐즈","2024 년 12 월",302625,13328.6351448336
"강남구","개포동","디에이치아너힐즈","2025 년 01 월",251000,13834.2363528256
"강남구","개포동","디에이치아너힐즈","2025 년 02 월",328222.222222222,13257.1304788849
"강남구","개포동","디에이치아너힐즈","2025 년 03 월",283711.111111111,13990.5687997289
"강남구","개포동","디에이치아너힐즈","2025 년 04 월",350000,13691.8098083147
"강남구","개포동","디에이치아너힐즈","2025 년 05 월",335000,13600.3568576401
"강남구","개포동","디에이치아너힐즈","2025 년 06 월",417000,14915.01584174
"강남구","개포동","디에이치아너힐즈","2025 년 07 월",333000,14426.7692780314
"강남구","개포동","디에이치퍼스티어아이파크","2025 년 02 월",270000,14857.4287143572
"강남구","개포동","래미안블레스티지","2024 년 01 월",185333.333333333,10794.1099690559
"강남구","개포동","래미안블레스티지","2024 년 02 월",196150,10800.3929474766
"강남구","개포동","래미안블레스티지","2024 년 03 월",245000,10766.3447613035
"강남구","개포동","래미안블레스티지","2024 년 04 월",237625,10857.9996979285
"강남구","개포동","래미안블레스티지","2024 년 05 월",228125,10924.4223303953
"강남구","개포동","래미안블레스티지","2024 년 06 월",250750,11063.0323026803
"강남구","개포동","래미안블레스티지","2024 년 07 월",258125,11770.4114263959
"강남구","개포동","래미안블레스티지","2024 년 08 월",265437.5,12359.0332196914
"강남구","개포동","래미안블레스티지","2024 년 09 월",330000,12820.8146927243
"강남구","개포동","래미안블레스티지","2024 년 10 월",288666.666666667,12514.9845221579
"강남구","개포동","래미안블레스티지","2024 년 11 월",345000,11394.2293257539
"강남구","개포동","래미안블레스티지","2024 년 12 월",280000,10877.8828155351
"강남구","개포동","래미안블레스티지","2025 년 01 월",356400,11539.6640770212
"강남구","개포동","래미안블레스티지","2025 년 02 월",277375,13167.6486971581
"강남구","개포동","래미안블레스티지","2025 년 03 월",306230.769230769,12809.250706993
"강남구","개포동","래미안블레스티지","2025 년 05 월",373500,12173.3244907945
"강남구","개포동","래미안블레스티지","2025 년 06 월",334950,13030.7705055624
"강남구","개포동","래미안블레스티지","2025 년 07 월",360000,14010.4252659386
"강남구","개포동","리더스","2024 년 08 월",90000,3551.78187036594
"강남구","개포동","삼익대청아파트","2024 년 01 월",130000,8392.01877934272
"강남구","개포동","삼익대청아파트","2024 년 02 월",115000,9600.30356691121
"강남구","개포동","삼익대청아파트","2024 년 03 월",126900,9192.13049695423
"강남구","개포동","삼익대청아파트","2024 년 04 월",164000,9020
"강남구","개포동","삼익대청아파트","2024 년 05 월",126840,9045.41719072339
"강남구","개포동","삼익대청아파트","2024 년 06 월",145222.222222222,9326.42226323622
"강남구","개포동","삼익대청아파트","2024 년 07 월",146083.333333333,9594.25447313841
"강남구","개포동","삼익대청아파트","2024 년 08 월",154750,9201.52582159624
"강남구","개포동","삼익대청아파트","2024 년 10 월",159500,9484.27230046948
"강남구","개포동","삼익대청아파트","2024 년 11 월",138100,9949.83310055119
"강남구","개포동","삼익대청아파트","2025 년 01 월",124000,10351.6316721477
"강남구","개포동","삼익대청아파트","2025 년 02 월",147433.333333333,10145.1946773256
"강남구","개포동","삼익대청아파트","2025 년 03 월",151750,10219.8864979234
"강남구","개포동","삼익대청아파트","2025 년 05 월",138500,11562.1047305844
"강남구","개포동","삼익대청아파트","2025 년 06 월",186000,11354.186228482
"강남구","개포동","새롬(1164-13)","2024 년 04 월",79500,4396.68174962293
"강남구","개포동","성원대치2단지아파트","2024 년 01 월",110125,9580.76682209451
"강남구","개포동","성원대치2단지아파트","2024 년 02 월",120410,9119.0665596247
"강남구","개포동","성원대치2단지아파트","2024 년 03 월",122517.142857143,8899.49133276981
"강남구","개포동","성원대치2단지아파트","2024 년 04 월",121333.333333333,9362.24514905332
"강남구","개포동","성원대치2단지아파트","2024 년 05 월",119968.75,9421.1041580478
"강남구","개포동","성원대치2단지아파트","2024 년 06 월",117083.333333333,9617.14613855063
"강남구","개포동","성원대치2단지아파트","2024 년 07 월",120250,9758.4716557544
"강남구","개포동","성원대치2단지아파트","2024 년 08 월",120916.666666667,10653.4133665506
"강남구","개포동","성원대치2단지아파트","2024 년 09 월",128500,10234.9671303882
"강남구","개포동","성원대치2단지아파트","2024 년 10 월",128500,10727.295724766
"강남구","개포동","성원대치2단지아파트","2024 년 11 월",128750,10259.8315065184
"강남구","개포동","성원대치2단지아파트","2024 년 12 월",126750,10110.8247759187
"강남구","개포동","성원대치2단지아파트","2025 년 01 월",103000,10244.122965642
"강남구","개포동","성원대치2단지아파트","2025 년 02 월",130512.5,10246.1522350048
"강남구","개포동","성원대치2단지아파트","2025 년 03 월",129105.882352941,10379.7822483011
"강남구","개포동","성원대치2단지아파트","2025 년 05 월",128937.5,11045.2453023578
"강남구","개포동","성원대치2단지아파트","2025 년 06 월",144166.666666667,11098.319159064
"강남구","개포동","성원대치2단지아파트","2025 년 07 월",138000,11520.3642802934
"강남구","개포동","아람손프라자/비바빌","2025 년 03 월",81000,3146.18644067797
"강남구","개포동","아람손프라자/비바빌","2025 년 05 월",66000,3632.42161440961
"강남구","개포동","우성8","2024 년 03 월",199500,8269.68973747017
"강남구","개포동","우성8","2024 년 06 월",204250,8466.58711217184
"강남구","개포동","우성8","2024 년 11 월",219000,9078.00527571913
"강남구","개포동","우성8","2024 년 12 월",221333.333333333,9174.72679311644
"강남구","개포동","우성8","2025 년 01 월",226000,9368.16982791107
"강남구","개포동","우성8","2025 년 02 월",224500,9305.99170958422
"강남구","개포동","우성8","2025 년 03 월",230000,9533.97814344932
"강남구","개포동","우성8","2025 년 05 월",242500,10052.1291295063
"강남구","개포동","우성8","2025 년 06 월",251333.333333333,10446.8586907735
"강남구","개포동","포이벨리","2024 년 05 월",89000,3467.941905774
"강남구","개포동","현대1차101동~106동","2024 년 08 월",320000,7014.63899943773
"강남구","개포동","현대1차101동~106동","2024 년 12 월",308000,7902.34800186596
"강남구","개포동","현대1차101동~106동","2025 년 02 월",321000,8130.34926035798
"강남구","개포동","현대1차101동~106동","2025 년 04 월",390000,7263.38958180484
"강남구","개포동","현대1차101동~106동","2025 년 05 월",357000,9159.53972943555
"강남구","개포동","현대1차101동~106동","2025 년 06 월",430000,8008.35261583611
"강남구","개포동","현대2","2024 년 01 월",282000,7059.09125388758
"강남구","개포동","현대2","2024 년 03 월",327333.333333333,6960.29367292624
"강남구","개포동","현대2","2024 년 05 월",305000,7634.83273913373
"강남구","개포동","현대2","2024 년 06 월",365000,7296.46232129876
"강남구","개포동","현대2","2024 년 07 월",303458.333333333,8482.9011278394
"강남구","개포동","현대2","2024 년 08 월",331500,8200.67279036154
"강남구","개포동","현대2","2024 년 11 월",324500,9031.62150364073
"강남구","개포동","현대2","2024 년 12 월",262500,10214.0077821012
"강남구","개포동","현대2","2025 년 02 월",308250,9565.46663829227
"강남구","개포동","현대2","2025 년 03 월",318333.333333333,9895.35160722294
"강남구","개포동","현대2","2025 년 05 월",400000,7996.12309183426
"강남구","개포동","현대2","2025 년 06 월",368600,8864.64155791611
"강남구","개포동","현대아파트3","2024 년 01 월",260000,6508.38200713039
"강남구","개포동","현대아파트3","2024 년 06 월",227500,8845.88193708024
"강남구","개포동","현대아파트3","2024 년 07 월",235000,9137.50441852245
"강남구","개포동","현대아파트3","2024 년 09 월",224000,8709.79144574054
"강남구","개포동","현대아파트3","2025 년 02 월",362500,8083.58354730946
"강남구","개포동","현대아파트3","2025 년 03 월",301000,9418.40701416423
"강남구","개포동","현대아파트3","2025 년 06 월",410000,8257.5526396094
"강남구","논현동","e-편한세상","2024 년 03 월",180000,4573.63553206627
"강남구","논현동","e-편한세상","2024 년 06 월",142000,4433.24172893155
"강남구","논현동","e-편한세상","2025 년 03 월",126000,4892.47843214775
"강남구","논현동","거평프리젠","2024 년 01 월",39000,4074.71901218933
"강남구","논현동","거평프리젠","2024 년 04 월",45900,3605.14102106391
"강남구","논현동","거평프리젠","2024 년 10 월",53650,4535.54502369668
"강남구","논현동","경남논현","2025 년 06 월",113000,6260.91336467428
"강남구","논현동","네오빌","2024 년 01 월",281428.571428571,11107.9602934306
"강남구","논현동","논현동월드메르디앙","2024 년 06 월",136000,5283.89143063009
"강남구","논현동","논현동월드메르디앙","2024 년 07 월",135000,5241.70680798293
"강남구","논현동","논현동월드메르디앙","2025 년 06 월",150000,4269.56019217334
"강남구","논현동","논현동한화꿈에그린","2025 년 01 월",102500,4998.4483752272
"강남구","논현동","논현동한화꿈에그린","2025 년 03 월",109000,5315.42315024161
"강남구","논현동","논현동한화꿈에그린","2025 년 06 월",101000,4925.30035022388
"강남구","논현동","논현라폴리움","2024 년 08 월",560000,7699.03762029746
"강남구","논현동","논현베르빌","2024 년 01 월",133500,3966.06049693914
"강남구","논현동","논현베르빌","2024 년 04 월",124250,3092.42778490082
"강남구","논현동","논현베르빌","2024 년 07 월",136500,4040.7831618465
"강남구","논현동","논현베르빌","2025 년 05 월",160000,4069.05055487053
"강남구","논현동","논현베르빌","2025 년 06 월",141000,4188.87288440763
"강남구","논현동","논현아이파크","2024 년 06 월",101000,7022.75600505689
"강남구","논현동","논현아이파크","2024 년 07 월",127500,7792.70189210205
"강남구","논현동","논현아이파크","2024 년 08 월",178750,8175.41997495159
"강남구","논현동","논현아이파크","2024 년 09 월",155000,8560.66945606695
"강남구","논현동","논현아이파크","2025 년 02 월",109500,7613.78002528445
"강남구","논현동","논현아이파크","2025 년 03 월",150000,8284.51882845188
"강남구","논현동","논현아이파크","2025 년 05 월",143000,7897.90794979079
"강남구","논현동","논현아트빌","2024 년 03 월",80000,3111.73974540311
"강남구","논현동","논현웰스톤","2024 년 07 월",110000,4427.9092461576
"강남구","논현동","논현파라곤","2024 년 07 월",198000,5435.48789618168
"강남구","논현동","논현한가람빌라트","2024 년 01 월",148500,5388.71783593578
"강남구","논현동","논현한가람빌라트","2024 년 06 월",189000,4421.83622828784
"강남구","논현동","논현한가람빌라트","2025 년 02 월",145000,5640.6931510079
"강남구","논현동","논현한가람빌라트","2025 년 03 월",155000,6021.18893466745
"강남구","논현동","더원센트럴","2024 년 07 월",48000,5847.17607973422
"강남구","논현동","더원센트럴","2024 년 10 월",51000,6201.17907148121
"강남구","논현동","더원센트럴","2024 년 11 월",40000,4863.66985998526
"강남구","논현동","동부센트레빌","2024 년 01 월",165000,6406.82453301956
"강남구","논현동","동부센트레빌","2024 년 03 월",210000,6052.50746737934
"강남구","논현동","동부센트레빌","2024 년 04 월",205000,5908.40014672745
"강남구","논현동","동부센트레빌","2024 년 06 월",173000,6717.45844977203
"강남구","논현동","동부센트레빌","2024 년 07 월",195500,6515.28047829272
"강남구","논현동","동부센트레빌","2024 년 08 월",179000,6950.43388733637
"강남구","논현동","동부센트레빌","2024 년 09 월",168000,4842.00597390347
"강남구","논현동","동부센트레빌","2024 년 12 월",179000,6950.43388733637
"강남구","논현동","동부센트레빌","2025 년 01 월",223500,6441.59723313944
"강남구","논현동","동부센트레빌","2025 년 03 월",179500,6969.8485071334
"강남구","논현동","동부센트레빌","2025 년 04 월",179750,6979.55581703192
"강남구","논현동","동부센트레빌","2025 년 05 월",182500,7086.33622591558
"강남구","논현동","동부센트레빌","2025 년 06 월",235000,6773.04407063879
"강남구","논현동","동양파라곤","2024 년 02 월",350000,7337.52620545073
"강남구","논현동","동양파라곤","2024 년 04 월",350000,7203.89197280609
"강남구","논현동","동양파라곤","2024 년 11 월",370000,7615.54294268072
"강남구","논현동","동양파라곤","2024 년 12 월",370000,7615.54294268072
"강남구","논현동","동양파라곤","2025 년 06 월",405000,8335.93213996133
"강남구","논현동","동현아파트1~6","2024 년 03 월",236500,6913.50872927841
"강남구","논현동","동현아파트1~6","2024 년 05 월",202000,7849.74093264249
"강남구","논현동","동현아파트1~6","2024 년 06 월",205000,7966.32124352332
"강남구","논현동","동현아파트1~6","2024 년 07 월",207750,8073.18652849741
"강남구","논현동","동현아파트1~6","2024 년 08 월",214500,8335.49222797927
"강남구","논현동","동현아파트1~6","2024 년 09 월",310000,6818.18181818182
"강남구","논현동","동현아파트1~6","2024 년 10 월",227000,8821.24352331606
"강남구","논현동","동현아파트1~6","2024 년 11 월",219500,8529.79274611399
"강남구","논현동","동현아파트1~6","2024 년 12 월",280000,7721.23339182753
"강남구","논현동","동현아파트1~6","2025 년 01 월",214500,8335.49222797927
"강남구","논현동","동현아파트1~6","2025 년 02 월",214666.666666667,8341.9689119171
"강남구","논현동","동현아파트1~6","2025 년 03 월",243916.666666667,8942.62411398184
"강남구","논현동","동현아파트1~6","2025 년 06 월",256000,9391.49587098545
"강남구","논현동","동현아파트1~6","2025 년 07 월",260000,10103.6269430052
"강남구","논현동","두산위브1단지","2024 년 04 월",165000,6412.3701627529
"강남구","논현동","두산위브1단지","2025 년 03 월",188666.666666667,6132.36989312001
"강남구","논현동","두산위브2단지","2024 년 08 월",128000,3953.98253283284
"강남구","논현동","두산위브2단지","2024 년 09 월",196000,6054.53575340029
"강남구","논현동","두산위브2단지","2025 년 02 월",200000,6178.09770755132
"강남구","논현동","두산위브2단지","2025 년 06 월",171500,7386.64373606961
"강남구","논현동","마블하우스","2024 년 08 월",182000,3508.17757009346
"강남구","논현동","마일스디오빌","2024 년 02 월",39500,3591.89859465417
"강남구","논현동","마일스디오빌","2024 년 03 월",39000,3546.43152383577
"강남구","논현동","마일스디오빌","2024 년 04 월",37500,3410.03031138055
"강남구","논현동","마일스디오빌","2024 년 06 월",38825,3530.51804904932
"강남구","논현동","마일스디오빌","2024 년 07 월",40150,3651.0057867181
"강남구","논현동","마일스디오빌","2024 년 09 월",37500,3410.03031138055
"강남구","논현동","마일스디오빌","2024 년 10 월",40500,3682.83273629099
"강남구","논현동","마일스디오빌","2024 년 11 월",41000,3728.2998071094
"강남구","논현동","마일스디오빌","2024 년 12 월",39800,3619.17883714522
"강남구","논현동","마일스디오빌","2025 년 02 월",38400,3491.87103885368
"강남구","논현동","마일스디오빌","2025 년 03 월",39400,3582.80518049049
"강남구","논현동","마일스디오빌","2025 년 05 월",39500,3591.89859465417
"강남구","논현동","브라이튼N40","2024 년 07 월",505000,13202.7294355506
"강남구","논현동","브라이튼N40","2025 년 02 월",499000,13045.8653234451
"강남구","논현동","브라이튼N40","2025 년 03 월",499000,13045.8653234451
"강남구","논현동","세호시티라이프","2025 년 06 월",38000,3166.66666666667
"강남구","논현동","신동아","2024 년 12 월",240000,3272.18641546852
"강남구","논현동","신동아(22)","2024 년 02 월",202000,5829.98075913941
"강남구","논현동","신동아(22)","2024 년 03 월",85250,7873.63560033585
"강남구","논현동","신동아(22)","2024 년 05 월",165000,6442.26218646474
"강남구","논현동","신동아(22)","2024 년 06 월",186500,6232.88806782703
"강남구","논현동","신동아(22)","2024 년 07 월",115850,7493.17948869333
"강남구","논현동","신동아(22)","2024 년 08 월",108500,7781.74612162603
"강남구","논현동","신동아(22)","2024 년 09 월",89999,8312.25020990764
"강남구","논현동","신동아(22)","2024 년 10 월",129400,7318.19763147093
"강남구","논현동","신동아(22)","2024 년 11 월",173400,6770.23189777567
"강남구","논현동","신동아(22)","2024 년 12 월",86900,8026.02854743913
"강남구","논현동","신동아(22)","2025 년 01 월",85700,7915.1973131822
"강남구","논현동","신동아(22)","2025 년 02 월",90000,8312.34256926952
"강남구","논현동","신동아(22)","2025 년 03 월",133938.461538462,7479.14144983818
"강남구","논현동","신동아(22)","2025 년 05 월",201000,6778.66081524196
"강남구","논현동","신동아(22)","2025 년 06 월",211666.666666667,6781.03291376729
"강남구","논현동","쌍용","2024 년 04 월",105000,5783.67551326991
"강남구","논현동","쌍용","2024 년 06 월",110000,6059.08863294942
"강남구","논현동","쌍용","2024 년 07 월",109000,6004.00600901352
"강남구","논현동","쌍용","2025 년 03 월",115000,4471.54471544715
"강남구","논현동","아츠논현","2025 년 04 월",85000,7224.96825392737
"강남구","논현동","아크로힐스논현","2024 년 04 월",223000,8753.00330661084
"강남구","논현동","아크로힐스논현","2024 년 05 월",201000,7876.92380771423
"강남구","논현동","아크로힐스논현","2024 년 07 월",230000,9024.04487343246
"강남구","논현동","아크로힐스논현","2024 년 08 월",240000,9405.28215846475
"강남구","논현동","아크로힐스논현","2024 년 09 월",285333.333333333,8319.20758114686
"강남구","논현동","아크로힐스논현","2024 년 10 월",264000,9348.88869217529
"강남구","논현동","아크로힐스논현","2024 년 11 월",248000,9727.80221086414
"강남구","논현동","아크로힐스논현","2024 년 12 월",266500,9361.11251580646
"강남구","논현동","아크로힐스논현","2025 년 01 월",240000,9420.27261698028
"강남구","논현동","아크로힐스논현","2025 년 02 월",236875,9290.15662567464
"강남구","논현동","아크로힐스논현","2025 년 03 월",257500,9369.34382530376
